,LocalObservationDateTime,EpochTime,WeatherText,WeatherIcon,HasPrecipitation,PrecipitationType,IsDayTime,Temperature,city
18,2022-08-03T17:25:00+09:30,1659513300, pARTLy SuNNy ,3,False,,True,"{'Metric': {'Value': 27.5, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 82.0, 'Unit': 'F', 'UnitType': 18}}", DArwin 
19,2022-08-03T16:25:00+09:30,1659509700, paRTly sUNNY ,3,False,,True,"{'Metric': {'Value': 28.3, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 83.0, 'Unit': 'F', 'UnitType': 18}}", DaRwiN 
20,2022-08-03T15:25:00+09:30,1659506100, Partly SUNNY ,3,False,,True,"{'Metric': {'Value': 27.8, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 82.0, 'Unit': 'F', 'UnitType': 18}}", dArwIN 
21,2022-08-03T14:25:00+09:30,1659502500, MOstLY clOUDY ,6,False,,True,"{'Metric': {'Value': 27.6, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 82.0, 'Unit': 'F', 'UnitType': 18}}", DArwin 
22,2022-08-03T13:25:00+09:30,1659498900, CLoUDY ,7,False,,True,"{'Metric': {'Value': 26.4, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 80.0, 'Unit': 'F', 'UnitType': 18}}", DArWIn 
23,2022-08-03T12:25:00+09:30,1659495300, MosTLY cloUDY ,6,False,,True,"{'Metric': {'Value': 25.6, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 78.0, 'Unit': 'F', 'UnitType': 18}}", dArwIn 
0,2022-08-04T11:55:00+10:00,1659578100, rAIN ,18,True,Rain,True,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", canBerra 
1,2022-08-04T11:00:00+10:00,1659574800, rain ,18,True,Rain,True,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", cAnBERRA 
2,2022-08-04T10:00:00+10:00,1659571200, heAVY rAiN ,18,True,Rain,True,"{'Metric': {'Value': 12.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 54.0, 'Unit': 'F', 'UnitType': 18}}", CAnBErRA 
3,2022-08-04T08:55:00+10:00,1659567300, heAVy rain ,18,True,Rain,True,"{'Metric': {'Value': 12.8, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 55.0, 'Unit': 'F', 'UnitType': 18}}", canberRa 
4,2022-08-04T08:00:00+10:00,1659564000, tHuNDerstORm ,15,True,Rain,True,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", CANbErra 
5,2022-08-04T06:55:00+10:00,1659560100, CLoudY ,7,False,,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", caNBERRa 
6,2022-08-04T05:55:00+10:00,1659556500, LIGhT RAIn SHower ,12,True,Rain,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", cANbErRA 
7,2022-08-04T05:00:00+10:00,1659553200, ThUnDeRStORM ,15,True,Rain,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", CANBErrA 
8,2022-08-04T03:55:00+10:00,1659549300, LIGht rAin SHowER ,12,True,Rain,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", CanBErrA 
9,2022-08-04T03:00:00+10:00,1659546000, LiGHT rain ,12,True,Rain,False,"{'Metric': {'Value': 12.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 54.0, 'Unit': 'F', 'UnitType': 18}}", cAnBerrA 
10,2022-08-04T02:00:00+10:00,1659542400, THuNDeRStOrm ,15,True,Rain,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", CaNbErRa 
11,2022-08-04T01:00:00+10:00,1659538800, THunDershoWER ,15,True,Rain,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", CanBERRA 
12,2022-08-03T23:55:00+10:00,1659534900, PaRtlY CLOuDy ,35,False,,False,"{'Metric': {'Value': 12.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 54.0, 'Unit': 'F', 'UnitType': 18}}", CAnbERrA 
13,2022-08-03T22:55:00+10:00,1659531300, MOStLy CLoUDY ,38,False,,False,"{'Metric': {'Value': 12.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 54.0, 'Unit': 'F', 'UnitType': 18}}", cAnBERrA 
14,2022-08-03T21:55:00+10:00,1659527700, MOstLY cLOuDy ,38,False,,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", CanBERRA 
15,2022-08-03T20:55:00+10:00,1659524100, mOstly cLoUDY ,38,False,,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", canbeRRa 
16,2022-08-03T19:55:00+10:00,1659520500, MosTLY CLoudY ,38,False,,False,"{'Metric': {'Value': 12.8, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 55.0, 'Unit': 'F', 'UnitType': 18}}", canBERRA 
17,2022-08-03T18:55:00+10:00,1659516900, pArtlY CLoUDy ,35,False,,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", CanBeRRa 
18,2022-08-03T17:55:00+10:00,1659513300, partly clOUDY ,35,False,,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", CaNberRa 
19,2022-08-03T16:55:00+10:00,1659509700, partLY SUnNY ,3,False,,True,"{'Metric': {'Value': 16.1, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 61.0, 'Unit': 'F', 'UnitType': 18}}", CAnberRa 
20,2022-08-03T16:00:00+10:00,1659506400, partly SUNNY ,3,False,,True,"{'Metric': {'Value': 17.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 63.0, 'Unit': 'F', 'UnitType': 18}}", canBerrA 
21,2022-08-03T14:55:00+10:00,1659502500, pArtlY SUnnY ,3,False,,True,"{'Metric': {'Value': 17.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 63.0, 'Unit': 'F', 'UnitType': 18}}", caNBERRA 
22,2022-08-03T13:55:00+10:00,1659498900, cLOudy ,7,False,,True,"{'Metric': {'Value': 15.0, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 59.0, 'Unit': 'F', 'UnitType': 18}}", CanBeRRa 
23,2022-08-03T12:55:00+10:00,1659495300, ClouDY ,7,False,,True,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", CanBErrA 
0,2022-08-04T12:00:00+10:00,1659578400, CLOudS and SuN ,4,False,,True,"{'Metric': {'Value': 14.3, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 58.0, 'Unit': 'F', 'UnitType': 18}}", hOBART 
1,2022-08-04T11:00:00+10:00,1659574800, PaRTLy SunNy ,3,False,,True,"{'Metric': {'Value': 13.3, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 56.0, 'Unit': 'F', 'UnitType': 18}}", HoBart 
2,2022-08-04T10:00:00+10:00,1659571200, MOStLY suNny ,2,False,,True,"{'Metric': {'Value': 12.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 54.0, 'Unit': 'F', 'UnitType': 18}}", hOBarT 
3,2022-08-04T09:00:00+10:00,1659567600, mOsTLY SunNY ,2,False,,True,"{'Metric': {'Value': 11.0, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 52.0, 'Unit': 'F', 'UnitType': 18}}", hoBarT 
4,2022-08-04T08:00:00+10:00,1659564000, moSTly suNnY ,2,False,,True,"{'Metric': {'Value': 10.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 50.0, 'Unit': 'F', 'UnitType': 18}}", hoBarT 
5,2022-08-04T07:00:00+10:00,1659560400, PArTLY cLOudY ,35,False,,False,"{'Metric': {'Value': 9.8, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 50.0, 'Unit': 'F', 'UnitType': 18}}", HoBaRT 
6,2022-08-04T06:00:00+10:00,1659556800, soME CLOuDs ,36,False,,False,"{'Metric': {'Value': 9.8, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 50.0, 'Unit': 'F', 'UnitType': 18}}", HoBArt 
7,2022-08-04T05:00:00+10:00,1659553200, clOudy ,7,False,,False,"{'Metric': {'Value': 8.3, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 47.0, 'Unit': 'F', 'UnitType': 18}}", HobART 
8,2022-08-04T04:00:00+10:00,1659549600, CLoUdY ,7,False,,False,"{'Metric': {'Value': 8.6, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 47.0, 'Unit': 'F', 'UnitType': 18}}", HobART 
9,2022-08-04T03:00:00+10:00,1659546000, CLouDY ,7,False,,False,"{'Metric': {'Value': 10.1, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 50.0, 'Unit': 'F', 'UnitType': 18}}", hoBArt 
10,2022-08-04T02:00:00+10:00,1659542400, cLOuDy ,7,False,,False,"{'Metric': {'Value': 9.4, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 49.0, 'Unit': 'F', 'UnitType': 18}}", HoBARt 
11,2022-08-04T01:00:00+10:00,1659538800, SomE ClOuds ,36,False,,False,"{'Metric': {'Value': 10.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 50.0, 'Unit': 'F', 'UnitType': 18}}", HObARt 
12,2022-08-04T00:00:00+10:00,1659535200, PARTLY CLouDy ,35,False,,False,"{'Metric': {'Value': 10.5, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 51.0, 'Unit': 'F', 'UnitType': 18}}", HobarT 
13,2022-08-03T23:00:00+10:00,1659531600, MOStLy cLeAR ,34,False,,False,"{'Metric': {'Value': 10.6, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 51.0, 'Unit': 'F', 'UnitType': 18}}", HOBaRT 
14,2022-08-03T22:00:00+10:00,1659528000, moStlY CLEaR ,34,False,,False,"{'Metric': {'Value': 10.8, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 52.0, 'Unit': 'F', 'UnitType': 18}}", hoBArt 
15,2022-08-03T21:00:00+10:00,1659524400, mOSTly ClEAR ,34,False,,False,"{'Metric': {'Value': 11.4, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 53.0, 'Unit': 'F', 'UnitType': 18}}", HobARt 
16,2022-08-03T20:00:00+10:00,1659520800, MOStly CleAR ,34,False,,False,"{'Metric': {'Value': 12.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 54.0, 'Unit': 'F', 'UnitType': 18}}", hOBarT 
17,2022-08-03T19:00:00+10:00,1659517200, parTly CLOuDy ,35,False,,False,"{'Metric': {'Value': 12.7, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 55.0, 'Unit': 'F', 'UnitType': 18}}", hObART 
18,2022-08-03T18:00:00+10:00,1659513600, SOMe CLOuDs ,36,False,,False,"{'Metric': {'Value': 13.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 56.0, 'Unit': 'F', 'UnitType': 18}}", hoBaRT 
19,2022-08-03T17:00:00+10:00,1659510000, ClOUdY ,7,False,,True,"{'Metric': {'Value': 13.8, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", HoBART 
20,2022-08-03T16:00:00+10:00,1659506400, CLouDY ,7,False,,True,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", hobarT 
21,2022-08-03T15:00:00+10:00,1659502800, MOSTLY clOUdY ,6,False,,True,"{'Metric': {'Value': 14.6, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 58.0, 'Unit': 'F', 'UnitType': 18}}", hoBArT 
22,2022-08-03T14:00:00+10:00,1659499200, moSTLy Cloudy ,6,False,,True,"{'Metric': {'Value': 15.1, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 59.0, 'Unit': 'F', 'UnitType': 18}}", hobaRt 
23,2022-08-03T13:00:00+10:00,1659495600, mOSTlY cLOUdy ,6,False,,True,"{'Metric': {'Value': 14.7, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 58.0, 'Unit': 'F', 'UnitType': 18}}", HOBarT 
0,2022-08-04T12:00:00+10:00,1659578400, mOSTLy cLouDy ,6,False,,True,"{'Metric': {'Value': 17.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 63.0, 'Unit': 'F', 'UnitType': 18}}", MeLBOUrNe 
1,2022-08-04T10:55:00+10:00,1659574500, mOstlY CLoUDy ,6,False,,True,"{'Metric': {'Value': 15.0, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 59.0, 'Unit': 'F', 'UnitType': 18}}", MeLBouRNe 
2,2022-08-04T09:55:00+10:00,1659570900, MoSTly ClOUdy ,7,False,,True,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", mElBOUrne 
3,2022-08-04T08:55:00+10:00,1659567300, mostLY cloudY ,7,False,,True,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", mELBOurNe 
4,2022-08-04T07:55:00+10:00,1659563700, mOstlY ClOUdy ,3,False,,True,"{'Metric': {'Value': 12.2, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 54.0, 'Unit': 'F', 'UnitType': 18}}", mELboUrNe 
5,2022-08-04T06:55:00+10:00,1659560100, moSTLy cloudy ,33,False,,False,"{'Metric': {'Value': 12.8, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 55.0, 'Unit': 'F', 'UnitType': 18}}", meLbOuRNe 
6,2022-08-04T05:55:00+10:00,1659556500, mOSTLY CloUDy ,33,False,,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", melbouRNE 
7,2022-08-04T04:55:00+10:00,1659552900, MOStLy ClOUDy ,33,False,,False,"{'Metric': {'Value': 13.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 57.0, 'Unit': 'F', 'UnitType': 18}}", meLBourNe 
8,2022-08-04T03:55:00+10:00,1659549300, MOsTlY clOudy ,33,False,,False,"{'Metric': {'Value': 15.0, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': 59.0, 'Unit': 'F', 'UnitType': 18}}", melBOuRNe 
